a war	Cx=219340038	Bx=801301707
war fatalities	Cx=5682066	Bx=15897300
war fate	Cx=5682066	Bx=15897300
war father	Cx=5682066	Bx=15897300
war fathers	Cx=5682066	Bx=15897300
war fatigue	Cx=5682066	Bx=15897300
war favor	Cx=5682066	Bx=15897300
war favorable	Cx=5682066	Bx=15897300
war favorably	Cx=5682066	Bx=15897300
war favored	Cx=5682066	Bx=15897300
war favorite	Cx=5682066	Bx=15897300
war favors	Cx=5682066	Bx=15897300
war favoured	Cx=5682066	Bx=15897300
war fear	Cx=5682066	Bx=15897300
war feared	Cx=5682066	Bx=15897300
war fears	Cx=5682066	Bx=15897300
war feasible	Cx=5682066	Bx=15897300
war feast	Cx=5682066	Bx=15897300
war feasts	Cx=5682066	Bx=15897300
war feather	Cx=5682066	Bx=15897300
war feathers	Cx=5682066	Bx=15897300
war feats	Cx=5682066	Bx=15897300
war feature	Cx=5682066	Bx=15897300
war featured	Cx=5682066	Bx=15897300
war features	Cx=5682066	Bx=15897300
war featuring	Cx=5682066	Bx=15897300
war feb	Cx=5682066	Bx=15897300
war february	Cx=5682066	Bx=15897300
war fed	Cx=5682066	Bx=15897300
war federal	Cx=5682066	Bx=15897300
war federalists	Cx=5682066	Bx=15897300
war feebly	Cx=5682066	Bx=15897300
war feed	Cx=5682066	Bx=15897300
war feeds	Cx=5682066	Bx=15897300
war feel	Cx=5682066	Bx=15897300
war feeling	Cx=5682066	Bx=15897300
war feelings	Cx=5682066	Bx=15897300
war feels	Cx=5682066	Bx=15897300
war fell	Cx=5682066	Bx=15897300
war felt	Cx=5682066	Bx=15897300
war female	Cx=5682066	Bx=15897300
war fence	Cx=5682066	Bx=15897300
war fer	Cx=5682066	Bx=15897300
war ferdinand	Cx=5682066	Bx=15897300
war ferment	Cx=5682066	Bx=15897300
war ferociously	Cx=5682066	Bx=15897300
war fervor	Cx=5682066	Bx=15897300
war fervour	Cx=5682066	Bx=15897300
war festival	Cx=5682066	Bx=15897300
war fever	Cx=5682066	Bx=15897300
war fevers	Cx=5682066	Bx=15897300
war few	Cx=5682066	Bx=15897300
war fewer	Cx=5682066	Bx=15897300
war ff	Cx=5682066	Bx=15897300
war ffl	Cx=5682066	Bx=15897300
war fhould	Cx=5682066	Bx=15897300
war fiction	Cx=5682066	Bx=15897300
war field	Cx=5682066	Bx=15897300
war fields	Cx=5682066	Bx=15897300
war fiend	Cx=5682066	Bx=15897300
war fierce	Cx=5682066	Bx=15897300
war fiercely	Cx=5682066	Bx=15897300
war fifteen	Cx=5682066	Bx=15897300
war fifty	Cx=5682066	Bx=15897300
war fight	Cx=5682066	Bx=15897300
war fighter	Cx=5682066	Bx=15897300
war fighters	Cx=5682066	Bx=15897300
war fighting	Cx=5682066	Bx=15897300
war fights	Cx=5682066	Bx=15897300
war figure	Cx=5682066	Bx=15897300
war figured	Cx=5682066	Bx=15897300
war figures	Cx=5682066	Bx=15897300
war fiir	Cx=5682066	Bx=15897300
war file	Cx=5682066	Bx=15897300
war files	Cx=5682066	Bx=15897300
war fill	Cx=5682066	Bx=15897300
war filled	Cx=5682066	Bx=15897300
war filling	Cx=5682066	Bx=15897300
war fills	Cx=5682066	Bx=15897300
war film	Cx=5682066	Bx=15897300
war films	Cx=5682066	Bx=15897300
war filtered	Cx=5682066	Bx=15897300
war finally	Cx=5682066	Bx=15897300
war finance	Cx=5682066	Bx=15897300
war financed	Cx=5682066	Bx=15897300
war finances	Cx=5682066	Bx=15897300
war financial	Cx=5682066	Bx=15897300
war financially	Cx=5682066	Bx=15897300
war financier	Cx=5682066	Bx=15897300
war financiering	Cx=5682066	Bx=15897300
war financing	Cx=5682066	Bx=15897300
war find	Cx=5682066	Bx=15897300
war finding	Cx=5682066	Bx=15897300
war finds	Cx=5682066	Bx=15897300
war fine	Cx=5682066	Bx=15897300
war finery	Cx=5682066	Bx=15897300
war fines	Cx=5682066	Bx=15897300
war finish	Cx=5682066	Bx=15897300
war finished	Cx=5682066	Bx=15897300
war finishes	Cx=5682066	Bx=15897300
war finland	Cx=5682066	Bx=15897300
war finnish	Cx=5682066	Bx=15897300
war fire	Cx=5682066	Bx=15897300
war firearms	Cx=5682066	Bx=15897300
war fired	Cx=5682066	Bx=15897300
war fires	Cx=5682066	Bx=15897300
war firing	Cx=5682066	Bx=15897300
war firmly	Cx=5682066	Bx=15897300
war firms	Cx=5682066	Bx=15897300
war first	Cx=5682066	Bx=15897300
war firsthand	Cx=5682066	Bx=15897300
war fiscal	Cx=5682066	Bx=15897300
war fish	Cx=5682066	Bx=15897300
war fisher	Cx=5682066	Bx=15897300
war fit	Cx=5682066	Bx=15897300
war fits	Cx=5682066	Bx=15897300
war fitted	Cx=5682066	Bx=15897300
war five	Cx=5682066	Bx=15897300
war fixed	Cx=5682066	Bx=15897300
war fizzled	Cx=5682066	Bx=15897300
war fl	Cx=5682066	Bx=15897300
war flag	Cx=5682066	Bx=15897300
war flags	Cx=5682066	Bx=15897300
war flame	Cx=5682066	Bx=15897300
war flamed	Cx=5682066	Bx=15897300
war flames	Cx=5682066	Bx=15897300
war flare	Cx=5682066	Bx=15897300
war flared	Cx=5682066	Bx=15897300
war flares	Cx=5682066	Bx=15897300
war flaring	Cx=5682066	Bx=15897300
war flash	Cx=5682066	Bx=15897300
war flashed	Cx=5682066	Bx=15897300
war flashes	Cx=5682066	Bx=15897300
war flat	Cx=5682066	Bx=15897300
war flavor	Cx=5682066	Bx=15897300
war fled	Cx=5682066	Bx=15897300
war fleet	Cx=5682066	Bx=15897300
war fleets	Cx=5682066	Bx=15897300
war flew	Cx=5682066	Bx=15897300
war flick	Cx=5682066	Bx=15897300
war flickered	Cx=5682066	Bx=15897300
war flicks	Cx=5682066	Bx=15897300
war flier	Cx=5682066	Bx=15897300
war fliers	Cx=5682066	Bx=15897300
war flies	Cx=5682066	Bx=15897300
war flight	Cx=5682066	Bx=15897300
war flights	Cx=5682066	Bx=15897300
war float	Cx=5682066	Bx=15897300
war floated	Cx=5682066	Bx=15897300
war floating	Cx=5682066	Bx=15897300
war floats	Cx=5682066	Bx=15897300
war flocked	Cx=5682066	Bx=15897300
war flood	Cx=5682066	Bx=15897300
war flooded	Cx=5682066	Bx=15897300
war florence	Cx=5682066	Bx=15897300
war florida	Cx=5682066	Bx=15897300
war flotilla	Cx=5682066	Bx=15897300
war flour	Cx=5682066	Bx=15897300
war flourished	Cx=5682066	Bx=15897300
war flow	Cx=5682066	Bx=15897300
war flowed	Cx=5682066	Bx=15897300
war flowers	Cx=5682066	Bx=15897300
war flowing	Cx=5682066	Bx=15897300
war flows	Cx=5682066	Bx=15897300
war floyd	Cx=5682066	Bx=15897300
war fluctuated	Cx=5682066	Bx=15897300
war fluctuations	Cx=5682066	Bx=15897300
war flung	Cx=5682066	Bx=15897300
war flurry	Cx=5682066	Bx=15897300
war flying	Cx=5682066	Bx=15897300
war fo	Cx=5682066	Bx=15897300
war fob	Cx=5682066	Bx=15897300
war focus	Cx=5682066	Bx=15897300
war focused	Cx=5682066	Bx=15897300
war focuses	Cx=5682066	Bx=15897300
war foe	Cx=5682066	Bx=15897300
war foi	Cx=5682066	Bx=15897300
war folk	Cx=5682066	Bx=15897300
war folks	Cx=5682066	Bx=15897300
war follow	Cx=5682066	Bx=15897300
war followed	Cx=5682066	Bx=15897300
war following	Cx=5682066	Bx=15897300
war follows	Cx=5682066	Bx=15897300
war fomented	Cx=5682066	Bx=15897300
war fond	Cx=5682066	Bx=15897300
war food	Cx=5682066	Bx=15897300
war foods	Cx=5682066	Bx=15897300
war footage	Cx=5682066	Bx=15897300
war footing	Cx=5682066	Bx=15897300
war for	Cx=5682066	Bx=15897300
war forbade	Cx=5682066	Bx=15897300
war forbid	Cx=5682066	Bx=15897300
war forbidden	Cx=5682066	Bx=15897300
war forbidding	Cx=5682066	Bx=15897300
war forbids	Cx=5682066	Bx=15897300
war force	Cx=5682066	Bx=15897300
war forced	Cx=5682066	Bx=15897300
war forces	Cx=5682066	Bx=15897300
war forcibly	Cx=5682066	Bx=15897300
war forcing	Cx=5682066	Bx=15897300
war ford	Cx=5682066	Bx=15897300
war forecasts	Cx=5682066	Bx=15897300
war foreign	Cx=5682066	Bx=15897300
war foreigners	Cx=5682066	Bx=15897300
war foresaw	Cx=5682066	Bx=15897300
war foreseen	Cx=5682066	Bx=15897300
war foreshadowed	Cx=5682066	Bx=15897300
war forestalled	Cx=5682066	Bx=15897300
war foretold	Cx=5682066	Bx=15897300
war forever	Cx=5682066	Bx=15897300
war forged	Cx=5682066	Bx=15897300
war forget	Cx=5682066	Bx=15897300
war forgot	Cx=5682066	Bx=15897300
war forgotten	Cx=5682066	Bx=15897300
war form	Cx=5682066	Bx=15897300
war formally	Cx=5682066	Bx=15897300
war formation	Cx=5682066	Bx=15897300
war formations	Cx=5682066	Bx=15897300
war formed	Cx=5682066	Bx=15897300
war former	Cx=5682066	Bx=15897300
war formerly	Cx=5682066	Bx=15897300
war forming	Cx=5682066	Bx=15897300
war forms	Cx=5682066	Bx=15897300
war formula	Cx=5682066	Bx=15897300
war formulated	Cx=5682066	Bx=15897300
war fort	Cx=5682066	Bx=15897300
war forth	Cx=5682066	Bx=15897300
war forthwith	Cx=5682066	Bx=15897300
war fortification	Cx=5682066	Bx=15897300
war fortifications	Cx=5682066	Bx=15897300
war fortress	Cx=5682066	Bx=15897300
war forts	Cx=5682066	Bx=15897300
war fortunately	Cx=5682066	Bx=15897300
war fortune	Cx=5682066	Bx=15897300
war fortunes	Cx=5682066	Bx=15897300
war forty	Cx=5682066	Bx=15897300
war forward	Cx=5682066	Bx=15897300
war forwarded	Cx=5682066	Bx=15897300
war fostered	Cx=5682066	Bx=15897300
war fosters	Cx=5682066	Bx=15897300
war fought	Cx=5682066	Bx=15897300
war found	Cx=5682066	Bx=15897300
war foundation	Cx=5682066	Bx=15897300
war founded	Cx=5682066	Bx=15897300
war foundered	Cx=5682066	Bx=15897300
war four	Cx=5682066	Bx=15897300
war fourteen	Cx=5682066	Bx=15897300
war fourteenth	Cx=5682066	Bx=15897300
war fowey	Cx=5682066	Bx=15897300
war fox	Cx=5682066	Bx=15897300
war fractures	Cx=5682066	Bx=15897300
war frame	Cx=5682066	Bx=15897300
war framed	Cx=5682066	Bx=15897300
war framework	Cx=5682066	Bx=15897300
war franc	Cx=5682066	Bx=15897300
war france	Cx=5682066	Bx=15897300
war francis	Cx=5682066	Bx=15897300
war franco	Cx=5682066	Bx=15897300
war francs	Cx=5682066	Bx=15897300
war frank	Cx=5682066	Bx=15897300
war franklin	Cx=5682066	Bx=15897300
war frankly	Cx=5682066	Bx=15897300
war fraud	Cx=5682066	Bx=15897300
war frauds	Cx=5682066	Bx=15897300
war fraught	Cx=5682066	Bx=15897300
war frederick	Cx=5682066	Bx=15897300
war free	Cx=5682066	Bx=15897300
war freed	Cx=5682066	Bx=15897300
war freedom	Cx=5682066	Bx=15897300
war freely	Cx=5682066	Bx=15897300
war freight	Cx=5682066	Bx=15897300
war freights	Cx=5682066	Bx=15897300
war french	Cx=5682066	Bx=15897300
war frenzy	Cx=5682066	Bx=15897300
war frequency	Cx=5682066	Bx=15897300
war frequented	Cx=5682066	Bx=15897300
war frequently	Cx=5682066	Bx=15897300
war fresh	Cx=5682066	Bx=15897300
war freud	Cx=5682066	Bx=15897300
war friend	Cx=5682066	Bx=15897300
war friends	Cx=5682066	Bx=15897300
war friendship	Cx=5682066	Bx=15897300
war frigate	Cx=5682066	Bx=15897300
war frigates	Cx=5682066	Bx=15897300
war fright	Cx=5682066	Bx=15897300
war frightened	Cx=5682066	Bx=15897300
war frightens	Cx=5682066	Bx=15897300
war fro	Cx=5682066	Bx=15897300
war froh	Cx=5682066	Bx=15897300
war frolic	Cx=5682066	Bx=15897300
war from	Cx=5682066	Bx=15897300
war front	Cx=5682066	Bx=15897300
war frontier	Cx=5682066	Bx=15897300
war frontiers	Cx=5682066	Bx=15897300
war fronts	Cx=5682066	Bx=15897300
war frowned	Cx=5682066	Bx=15897300
war froze	Cx=5682066	Bx=15897300
war frustrated	Cx=5682066	Bx=15897300
war ft	Cx=5682066	Bx=15897300
war fuel	Cx=5682066	Bx=15897300
war fueled	Cx=5682066	Bx=15897300
war ful	Cx=5682066	Bx=15897300
war fulfilled	Cx=5682066	Bx=15897300
war full	Cx=5682066	Bx=15897300
war fully	Cx=5682066	Bx=15897300
war fun	Cx=5682066	Bx=15897300
war function	Cx=5682066	Bx=15897300
war functioned	Cx=5682066	Bx=15897300
war functions	Cx=5682066	Bx=15897300
war fund	Cx=5682066	Bx=15897300
war fundamentally	Cx=5682066	Bx=15897300
war funding	Cx=5682066	Bx=15897300
war funds	Cx=5682066	Bx=15897300
war fur	Cx=5682066	Bx=15897300
war furnish	Cx=5682066	Bx=15897300
war furnished	Cx=5682066	Bx=15897300
war furnishes	Cx=5682066	Bx=15897300
war furniture	Cx=5682066	Bx=15897300
war furor	Cx=5682066	Bx=15897300
war further	Cx=5682066	Bx=15897300
war furthered	Cx=5682066	Bx=15897300
war fury	Cx=5682066	Bx=15897300
war fused	Cx=5682066	Bx=15897300
war futile	Cx=5682066	Bx=15897300
war future	Cx=5682066	Bx=15897300
war g	Cx=5682066	Bx=15897300
war gaily	Cx=5682066	Bx=15897300
war gain	Cx=5682066	Bx=15897300
war gained	Cx=5682066	Bx=15897300
war gains	Cx=5682066	Bx=15897300
war gainst	Cx=5682066	Bx=15897300
war galleons	Cx=5682066	Bx=15897300
war galley	Cx=5682066	Bx=15897300
war galleys	Cx=5682066	Bx=15897300
war galvanized	Cx=5682066	Bx=15897300
war gamble	Cx=5682066	Bx=15897300
war game	Cx=5682066	Bx=15897300
war gamers	Cx=5682066	Bx=15897300
war games	Cx=5682066	Bx=15897300
war gaming	Cx=5682066	Bx=15897300
war gan	Cx=5682066	Bx=15897300
war gang	Cx=5682066	Bx=15897300
war ganz	Cx=5682066	Bx=15897300
war gap	Cx=5682066	Bx=15897300
war gar	Cx=5682066	Bx=15897300
war garb	Cx=5682066	Bx=15897300
war garden	Cx=5682066	Bx=15897300
war gardeners	Cx=5682066	Bx=15897300
war gardening	Cx=5682066	Bx=15897300
war gardens	Cx=5682066	Bx=15897300
war garments	Cx=5682066	Bx=15897300
war garrison	Cx=5682066	Bx=15897300
war garrisons	Cx=5682066	Bx=15897300
war gas	Cx=5682066	Bx=15897300
war gases	Cx=5682066	Bx=15897300
war gather	Cx=5682066	Bx=15897300
war gathered	Cx=5682066	Bx=15897300
war gathering	Cx=5682066	Bx=15897300
war gathers	Cx=5682066	Bx=15897300
war gave	Cx=5682066	Bx=15897300
war gear	Cx=5682066	Bx=15897300
war geboren	Cx=5682066	Bx=15897300
war gegen	Cx=5682066	Bx=15897300
war gen	Cx=5682066	Bx=15897300
war general	Cx=5682066	Bx=15897300
war generally	Cx=5682066	Bx=15897300
war generals	Cx=5682066	Bx=15897300
war generalship	Cx=5682066	Bx=15897300
war generated	Cx=5682066	Bx=15897300
war generates	Cx=5682066	Bx=15897300
war generation	Cx=5682066	Bx=15897300
war generations	Cx=5682066	Bx=15897300
war genius	Cx=5682066	Bx=15897300
war genre	Cx=5682066	Bx=15897300
war gentlemen	Cx=5682066	Bx=15897300
war geographically	Cx=5682066	Bx=15897300
war geography	Cx=5682066	Bx=15897300
war geopolitical	Cx=5682066	Bx=15897300
war geopolitics	Cx=5682066	Bx=15897300
war george	Cx=5682066	Bx=15897300
war georgia	Cx=5682066	Bx=15897300
war gerade	Cx=5682066	Bx=15897300
war gerald	Cx=5682066	Bx=15897300
war german	Cx=5682066	Bx=15897300
war germans	Cx=5682066	Bx=15897300
war germantown	Cx=5682066	Bx=15897300
war germany	Cx=5682066	Bx=15897300
war gestern	Cx=5682066	Bx=15897300
war gesture	Cx=5682066	Bx=15897300
war get	Cx=5682066	Bx=15897300
war gets	Cx=5682066	Bx=15897300
war gettin	Cx=5682066	Bx=15897300
war getting	Cx=5682066	Bx=15897300
war gewesen	Cx=5682066	Bx=15897300
war ghosts	Cx=5682066	Bx=15897300
war gi	Cx=5682066	Bx=15897300
war gift	Cx=5682066	Bx=15897300
war gifts	Cx=5682066	Bx=15897300
war gin	Cx=5682066	Bx=15897300
war girl	Cx=5682066	Bx=15897300
war girls	Cx=5682066	Bx=15897300
war gittin	Cx=5682066	Bx=15897300
war give	Cx=5682066	Bx=15897300
war given	Cx=5682066	Bx=15897300
war gives	Cx=5682066	Bx=15897300
war giving	Cx=5682066	Bx=15897300
war glad	Cx=5682066	Bx=15897300
war gladly	Cx=5682066	Bx=15897300
war glasgow	Cx=5682066	Bx=15897300
war gleich	Cx=5682066	Bx=15897300
war global	Cx=5682066	Bx=15897300
war gloom	Cx=5682066	Bx=15897300
war glorified	Cx=5682066	Bx=15897300
war glorious	Cx=5682066	Bx=15897300
war gloriously	Cx=5682066	Bx=15897300
war glory	Cx=5682066	Bx=15897300
war go	Cx=5682066	Bx=15897300
war goal	Cx=5682066	Bx=15897300
war goals	Cx=5682066	Bx=15897300
war god	Cx=5682066	Bx=15897300
war goddess	Cx=5682066	Bx=15897300
war goddesses	Cx=5682066	Bx=15897300
war gods	Cx=5682066	Bx=15897300
war goering	Cx=5682066	Bx=15897300
war goes	Cx=5682066	Bx=15897300
war goin	Cx=5682066	Bx=15897300
war going	Cx=5682066	Bx=15897300
war gold	Cx=5682066	Bx=15897300
war gone	Cx=5682066	Bx=15897300
war gongs	Cx=5682066	Bx=15897300
war good	Cx=5682066	Bx=15897300
war goods	Cx=5682066	Bx=15897300
war goodwin	Cx=5682066	Bx=15897300
war gordon	Cx=5682066	Bx=15897300
war gospel	Cx=5682066	Bx=15897300
war gossip	Cx=5682066	Bx=15897300
war got	Cx=5682066	Bx=15897300
war gott	Cx=5682066	Bx=15897300
war gov	Cx=5682066	Bx=15897300
war govern	Cx=5682066	Bx=15897300
war governed	Cx=5682066	Bx=15897300
war governing	Cx=5682066	Bx=15897300
war government	Cx=5682066	Bx=15897300
war governmental	Cx=5682066	Bx=15897300
war governments	Cx=5682066	Bx=15897300
war governor	Cx=5682066	Bx=15897300
war governors	Cx=5682066	Bx=15897300
war gradually	Cx=5682066	Bx=15897300
war graduated	Cx=5682066	Bx=15897300
war grain	Cx=5682066	Bx=15897300
war grand	Cx=5682066	Bx=15897300
war grandfather	Cx=5682066	Bx=15897300
war grant	Cx=5682066	Bx=15897300
war granted	Cx=5682066	Bx=15897300
war grants	Cx=5682066	Bx=15897300
war gratifies	Cx=5682066	Bx=15897300
war gratuities	Cx=5682066	Bx=15897300
war gratuity	Cx=5682066	Bx=15897300
war grave	Cx=5682066	Bx=15897300
war gravely	Cx=5682066	Bx=15897300
war graves	Cx=5682066	Bx=15897300
war gray	Cx=5682066	Bx=15897300
war great	Cx=5682066	Bx=15897300
war greater	Cx=5682066	Bx=15897300
war greatly	Cx=5682066	Bx=15897300
war greece	Cx=5682066	Bx=15897300
war greek	Cx=5682066	Bx=15897300
war green	Cx=5682066	Bx=15897300
war greenbacks	Cx=5682066	Bx=15897300
war greene	Cx=5682066	Bx=15897300
war greeted	Cx=5682066	Bx=15897300
war grew	Cx=5682066	Bx=15897300
war grey	Cx=5682066	Bx=15897300
war grievances	Cx=5682066	Bx=15897300
war grinding	Cx=5682066	Bx=15897300
war grinds	Cx=5682066	Bx=15897300
war gripped	Cx=5682066	Bx=15897300
war gross	Cx=5682066	Bx=15897300
war ground	Cx=5682066	Bx=15897300
war grounded	Cx=5682066	Bx=15897300
war grounds	Cx=5682066	Bx=15897300
war group	Cx=5682066	Bx=15897300
war groups	Cx=5682066	Bx=15897300
war grow	Cx=5682066	Bx=15897300
war growing	Cx=5682066	Bx=15897300
war grown	Cx=5682066	Bx=15897300
war grows	Cx=5682066	Bx=15897300
war growth	Cx=5682066	Bx=15897300
war guaranteed	Cx=5682066	Bx=15897300
war guarantees	Cx=5682066	Bx=15897300
war guard	Cx=5682066	Bx=15897300
war guarded	Cx=5682066	Bx=15897300
war guarding	Cx=5682066	Bx=15897300
war guerriere	Cx=5682066	Bx=15897300
war guerrilla	Cx=5682066	Bx=15897300
war guerrillas	Cx=5682066	Bx=15897300
war guidance	Cx=5682066	Bx=15897300
war guide	Cx=5682066	Bx=15897300
war guided	Cx=5682066	Bx=15897300
war guilt	Cx=5682066	Bx=15897300
war guilty	Cx=5682066	Bx=15897300
war gulf	Cx=5682066	Bx=15897300
war gun	Cx=5682066	Bx=15897300
war gunboat	Cx=5682066	Bx=15897300
war guns	Cx=5682066	Bx=15897300
war gustavus	Cx=5682066	Bx=15897300
war gut	Cx=5682066	Bx=15897300
war gw	Cx=5682066	Bx=15897300
war gwine	Cx=5682066	Bx=15897300
war h	Cx=5682066	Bx=15897300
war ha	Cx=5682066	Bx=15897300
war haa	Cx=5682066	Bx=15897300
war habit	Cx=5682066	Bx=15897300
war habits	Cx=5682066	Bx=15897300
war had	Cx=5682066	Bx=15897300
war hadn	Cx=5682066	Bx=15897300
war hae	Cx=5682066	Bx=15897300
war hail	Cx=5682066	Bx=15897300
war hailed	Cx=5682066	Bx=15897300
war half	Cx=5682066	Bx=15897300
war halfway	Cx=5682066	Bx=15897300
war halifax	Cx=5682066	Bx=15897300
war hall	Cx=5682066	Bx=15897300
war halloweth	Cx=5682066	Bx=15897300
war hallows	Cx=5682066	Bx=15897300
war halted	Cx=5682066	Bx=15897300
war ham	Cx=5682066	Bx=15897300
war hamilton	Cx=5682066	Bx=15897300
war hammer	Cx=5682066	Bx=15897300
war hammers	Cx=5682066	Bx=15897300
war hampered	Cx=5682066	Bx=15897300
war hand	Cx=5682066	Bx=15897300
war handed	Cx=5682066	Bx=15897300
war handled	Cx=5682066	Bx=15897300
war hands	Cx=5682066	Bx=15897300
war hang	Cx=5682066	Bx=15897300
war hanging	Cx=5682066	Bx=15897300
war hangs	Cx=5682066	Bx=15897300
war hannibal	Cx=5682066	Bx=15897300
war hans	Cx=5682066	Bx=15897300
war happen	Cx=5682066	Bx=15897300
war happened	Cx=5682066	Bx=15897300
war happening	Cx=5682066	Bx=15897300
war happenings	Cx=5682066	Bx=15897300
war happens	Cx=5682066	Bx=15897300
war happily	Cx=5682066	Bx=15897300
war harbor	Cx=5682066	Bx=15897300
war harbors	Cx=5682066	Bx=15897300
war harbour	Cx=5682066	Bx=15897300
war harbours	Cx=5682066	Bx=15897300
war hard	Cx=5682066	Bx=15897300
war hardened	Cx=5682066	Bx=15897300
war harder	Cx=5682066	Bx=15897300
war hardly	Cx=5682066	Bx=15897300
war hardships	Cx=5682066	Bx=15897300
war harness	Cx=5682066	Bx=15897300
war harold	Cx=5682066	Bx=15897300
war harris	Cx=5682066	Bx=15897300
war harrison	Cx=5682066	Bx=15897300
war harry	Cx=5682066	Bx=15897300
war hart	Cx=5682066	Bx=15897300
war hartford	Cx=5682066	Bx=15897300
war harvard	Cx=5682066	Bx=15897300
war harvest	Cx=5682066	Bx=15897300
war has	Cx=5682066	Bx=15897300
war hasn	Cx=5682066	Bx=15897300
war hastened	Cx=5682066	Bx=15897300
war hastily	Cx=5682066	Bx=15897300
war hat	Cx=5682066	Bx=15897300
war hatchet	Cx=5682066	Bx=15897300
war hatchets	Cx=5682066	Bx=15897300
war hate	Cx=5682066	Bx=15897300
war hateful	Cx=5682066	Bx=15897300
war hates	Cx=5682066	Bx=15897300
war hath	Cx=5682066	Bx=15897300
war hatred	Cx=5682066	Bx=15897300
war hatreds	Cx=5682066	Bx=15897300
war hauled	Cx=5682066	Bx=15897300
war haunted	Cx=5682066	Bx=15897300
war haunts	Cx=5682066	Bx=15897300
war have	Cx=5682066	Bx=15897300
war haven	Cx=5682066	Bx=15897300
war having	Cx=5682066	Bx=15897300
war hawaii	Cx=5682066	Bx=15897300
war hawk	Cx=5682066	Bx=15897300
war hawks	Cx=5682066	Bx=15897300
war hazard	Cx=5682066	Bx=15897300
war hazards	Cx=5682066	Bx=15897300
war he	Cx=5682066	Bx=15897300
war head	Cx=5682066	Bx=15897300
war headdress	Cx=5682066	Bx=15897300
war headed	Cx=5682066	Bx=15897300
war headlines	Cx=5682066	Bx=15897300
war headquarters	Cx=5682066	Bx=15897300
war heads	Cx=5682066	Bx=15897300
war healed	Cx=5682066	Bx=15897300
war health	Cx=5682066	Bx=15897300
war heaped	Cx=5682066	Bx=15897300
war heard	Cx=5682066	Bx=15897300
war heart	Cx=5682066	Bx=15897300
war hearty	Cx=5682066	Bx=15897300
war heat	Cx=5682066	Bx=15897300
war heated	Cx=5682066	Bx=15897300
war heating	Cx=5682066	Bx=15897300
war heats	Cx=5682066	Bx=15897300
war heavily	Cx=5682066	Bx=15897300
war heavy	Cx=5682066	Bx=15897300
war hegan	Cx=5682066	Bx=15897300
war heightened	Cx=5682066	Bx=15897300
war heing	Cx=5682066	Bx=15897300
war held	Cx=5682066	Bx=15897300
war hell	Cx=5682066	Bx=15897300
war helm	Cx=5682066	Bx=15897300
war helmet	Cx=5682066	Bx=15897300
war helmets	Cx=5682066	Bx=15897300
war help	Cx=5682066	Bx=15897300
war helped	Cx=5682066	Bx=15897300
war helping	Cx=5682066	Bx=15897300
